Voter ID,County,Candidate
1981026,Porpus,Torres
1359053,Harsaw,Vestal
1788037,Matterdawn,Torres
1260056,Harsaw,Vestal
1364599,Matterdawn,Vestal
1830007,Porpus,Torres
1810822,Harsaw,Vestal
1817533,Porpus,Vestal
1439523,Harsaw,Torres
1901549,Matterdawn,Torres
1441584,Mershville,Torres
1205599,Harsaw,Vestal
1620366,Matterdawn,Torres
1899553,Porpus,Vestal
1145228,Arrent,Vestal
1815765,Harsaw,Torres
1596743,Matterdawn,Vestal
1293835,Matterdawn,Torres
1513537,Porpus,Torres
1028097,Harsaw,Torres
1906108,Harsaw,Seth
1594146,Harsaw,Torres
1143198,Harsaw,Vestal
1843631,Mershville,Torres
1323762,Harsaw,Torres
1619053,Harsaw,Torres
1973398,Matterdawn,Vestal
1430329,Harsaw,Torres
1000998,Matterdawn,Vestal
1569976,Mershville,Vestal
1715810,Harsaw,Torres
1840896,Porpus,Torres
1894717,Harsaw,Seth
1002512,Harsaw,Torres
1126249,Harsaw,Torres
1871065,Harsaw,Vestal
1761311,Mershville,Vestal
1560332,Harsaw,Cordin
1625856,Harsaw,Torres
1801449,Matterdawn,Torres
1591474,Mershville,Torres
1221874,Porpus,Torres
1957934,Matterdawn,Seth
1589761,Matterdawn,Seth
1822114,Harsaw,Vestal
1269697,Harsaw,Torres
1383230,Arrent,Torres
1030844,Harsaw,Torres
1130569,Harsaw,Vestal
1160878,Harsaw,Cordin
1986646,Harsaw,Vestal
1975785,Matterdawn,Torres
1119567,Harsaw,Torres
1468975,Mershville,Vestal
1836801,Matterdawn,Torres
1407186,Mershville,Vestal
1889035,Harsaw,Vestal
1418730,Harsaw,Vestal
1780032,Arrent,Torres
1257554,Matterdawn,Vestal
1216180,Mershville,Vestal
1193000,Porpus,Torres
1545167,Harsaw,Torres
1178968,Harsaw,Torres
1140865,Matterdawn,Torres
1388744,Harsaw,Vestal
1635359,Porpus,Torres
1925611,Porpus,Torres
1290294,Arrent,Vestal
1590003,Matterdawn,Torres
1386101,Mershville,Vestal
1087874,Mershville,Vestal
1141912,Harsaw,Torres
1762128,Mershville,Torres
1224362,Harsaw,Torres
1528202,Mershville,Torres
1729110,Porpus,Vestal
1414048,Harsaw,Vestal
1685815,Mershville,Vestal
1035556,Harsaw,Torres
1894746,Porpus,Vestal
1822562,Arrent,Torres
1244239,Harsaw,Torres
1155660,Harsaw,Vestal
1218716,Matterdawn,Vestal
1739011,Arrent,Torres
1348610,Harsaw,Torres
1722323,Matterdawn,Vestal
1142504,Harsaw,Vestal
1328359,Porpus,Vestal
1333529,Harsaw,Torres
1863145,Mershville,Vestal
1865612,Harsaw,Vestal
1675441,Harsaw,Vestal
1459687,Harsaw,Vestal
1586629,Harsaw,Vestal
1582001,Matterdawn,Torres
1651912,Arrent,Cordin
1876965,Matterdawn,Vestal
1230877,Harsaw,Vestal
1386991,Harsaw,Vestal
1318211,Matterdawn,Torres
1618129,Mershville,Torres
1361885,Harsaw,Torres
1119008,Matterdawn,Vestal
1683081,Harsaw,Torres
1218371,Harsaw,Vestal
1414189,Harsaw,Vestal
1259432,Matterdawn,Torres
1751218,Harsaw,Seth
1758447,Harsaw,Torres
1469973,Porpus,Vestal
1486884,Matterdawn,Torres
1512875,Matterdawn,Torres
1438942,Matterdawn,Torres
1267272,Harsaw,Vestal
1011682,Matterdawn,Vestal
1523096,Harsaw,Vestal
1030635,Harsaw,Vestal
1542967,Porpus,Torres
1752407,Mershville,Torres
1962462,Porpus,Vestal
1314309,Mershville,Vestal
1354347,Arrent,Seth
1969089,Harsaw,Torres
1967270,Harsaw,Torres
1897227,Matterdawn,Vestal
1187209,Porpus,Vestal
1702015,Porpus,Seth
1423833,Mershville,Vestal
1250515,Porpus,Vestal
1104288,Matterdawn,Vestal
1598409,Mershville,Torres
1320035,Harsaw,Torres
1747766,Matterdawn,Vestal
1080559,Mershville,Vestal
1763257,Porpus,Torres
1801678,Harsaw,Vestal
1588070,Mershville,Torres
1957349,Matterdawn,Cordin
1478648,Matterdawn,Torres
1518323,Matterdawn,Vestal
1127892,Harsaw,Vestal
1856477,Harsaw,Vestal
1168925,Matterdawn,Vestal
1211246,Mershville,Torres
1393641,Harsaw,Vestal
1498289,Harsaw,Vestal
1365908,Harsaw,Vestal
1462102,Porpus,Vestal
1587793,Harsaw,Vestal
1824328,Harsaw,Torres
1606325,Matterdawn,Seth
1892005,Arrent,Torres
1265875,Mershville,Torres
1920696,Arrent,Seth
1578205,Harsaw,Vestal
1586582,Mershville,Torres
1950086,Matterdawn,Vestal
1635751,Harsaw,Seth
1206878,Harsaw,Vestal
1189500,Harsaw,Torres
1628302,Mershville,Vestal
1257337,Harsaw,Torres
1140398,Harsaw,Torres
1517003,Matterdawn,Torres
1473834,Matterdawn,Torres
1856506,Matterdawn,Torres
1355338,Mershville,Vestal
1077787,Harsaw,Vestal
1356897,Mershville,Torres
1678639,Mershville,Vestal
1617019,Matterdawn,Vestal
1064852,Harsaw,Torres
1941976,Mershville,Torres
1613798,Mershville,Vestal
1118081,Harsaw,Vestal
1543928,Mershville,Torres
1765202,Harsaw,Vestal
1126143,Arrent,Vestal
1638984,Matterdawn,Vestal
1741621,Mershville,Vestal
1532918,Arrent,Torres
1182299,Mershville,Cordin
1091114,Porpus,Torres
1993527,Harsaw,Vestal
1295445,Harsaw,Vestal
1912292,Matterdawn,Torres
1780395,Matterdawn,Vestal
1611818,Porpus,Torres
1655785,Porpus,Torres
1183117,Matterdawn,Vestal
1510593,Mershville,Vestal
1740052,Matterdawn,Vestal
1753412,Matterdawn,Torres
1019308,Harsaw,Vestal
1714188,Harsaw,Torres
1089135,Porpus,Vestal
1147481,Harsaw,Vestal
1563592,Matterdawn,Torres
1178336,Harsaw,Vestal
1167938,Mershville,Vestal
1755232,Harsaw,Vestal
1024059,Porpus,Torres
1021143,Porpus,Torres
1390561,Matterdawn,Vestal
1663618,Harsaw,Vestal
1558906,Harsaw,Torres
1639797,Mershville,Torres
1500917,Matterdawn,Torres
1443644,Mershville,Vestal
1986803,Harsaw,Torres
1976895,Matterdawn,Vestal
1414766,Arrent,Torres
1398139,Mershville,Torres
1854576,Mershville,Vestal
1065504,Harsaw,Vestal
1606648,Matterdawn,Seth
1971376,Harsaw,Torres
1666780,Arrent,Seth
1225614,Matterdawn,Torres
1704480,Matterdawn,Torres
1439211,Harsaw,Cordin
1650054,Porpus,Torres
1662005,Harsaw,Torres
1149419,Harsaw,Vestal
1515393,Harsaw,Torres
1983096,Porpus,Seth
1772318,Matterdawn,Vestal
1657496,Mershville,Vestal
1827220,Harsaw,Vestal
1453659,Mershville,Vestal
1870298,Arrent,Vestal
1583921,Harsaw,Vestal
1113868,Mershville,Torres
1164149,Mershville,Torres
1056552,Mershville,Vestal
1343420,Arrent,Torres
1818269,Harsaw,Vestal
1452078,Harsaw,Torres
1657040,Harsaw,Torres
1302276,Matterdawn,Vestal
1010523,Harsaw,Vestal
1808455,Harsaw,Vestal
1486132,Harsaw,Vestal
1069500,Harsaw,Seth
1615804,Harsaw,Torres
1152583,Harsaw,Vestal
1003356,Porpus,Torres
1143728,Matterdawn,Torres
1215967,Matterdawn,Vestal
1871386,Porpus,Vestal
1497420,Harsaw,Torres
1869885,Arrent,Vestal
1517211,Mershville,Torres
1210004,Matterdawn,Vestal
1424112,Porpus,Torres
1658358,Arrent,Torres
1928818,Harsaw,Torres
1942935,Mershville,Vestal
1531220,Mershville,Vestal
1485074,Matterdawn,Torres
1927150,Matterdawn,Torres
1510006,Harsaw,Vestal
1063055,Porpus,Torres
1909828,Matterdawn,Torres
1197471,Matterdawn,Vestal
1727476,Matterdawn,Vestal
1513515,Arrent,Torres
1454119,Porpus,Vestal
1125723,Matterdawn,Cordin
1182610,Matterdawn,Torres
1970037,Mershville,Vestal
1464199,Arrent,Vestal
1983996,Matterdawn,Torres
1814348,Harsaw,Torres
1633660,Harsaw,Torres
1561458,Mershville,Seth
1772217,Harsaw,Torres
1550038,Harsaw,Cordin
1407120,Matterdawn,Vestal
1519888,Porpus,Torres
1619340,Matterdawn,Vestal
1539394,Mershville,Seth
1017773,Matterdawn,Torres
1074645,Harsaw,Cordin
1212864,Harsaw,Vestal
1380970,Matterdawn,Vestal
1239370,Harsaw,Vestal
1425853,Harsaw,Torres
1260441,Harsaw,Vestal
1348306,Harsaw,Vestal
1554330,Matterdawn,Seth
1210646,Harsaw,Torres
1311001,Harsaw,Torres
1860403,Matterdawn,Seth
1170929,Harsaw,Torres
1083407,Harsaw,Torres
1879182,Matterdawn,Torres
1077087,Mershville,Seth
1461237,Matterdawn,Torres
1793905,Matterdawn,Vestal
1572447,Arrent,Torres
1370975,Harsaw,Vestal
1075465,Mershville,Vestal
1663643,Harsaw,Vestal
1285830,Harsaw,Torres
1593592,Matterdawn,Torres
1604842,Porpus,Vestal
1922935,Harsaw,Torres
1009061,Mershville,Vestal
1937566,Matterdawn,Vestal
1611791,Harsaw,Vestal
1819754,Arrent,Vestal
1812695,Porpus,Torres
1014628,Harsaw,Torres
1235502,Mershville,Seth
1186755,Harsaw,Vestal
1008026,Harsaw,Torres
1854759,Mershville,Torres
1853167,Matterdawn,Vestal
1841454,Harsaw,Vestal
1309914,Harsaw,Vestal
1956081,Harsaw,Vestal
1795403,Matterdawn,Vestal
1608781,Matterdawn,Cordin
1958809,Mershville,Torres
1425479,Harsaw,Vestal
1355147,Mershville,Vestal
1968331,Matterdawn,Torres
1150291,Matterdawn,Torres
1414562,Mershville,Vestal
1573518,Harsaw,Torres
1879578,Matterdawn,Torres
1526542,Matterdawn,Torres
1278112,Matterdawn,Torres
1493551,Harsaw,Seth
1823307,Harsaw,Torres
1903418,Mershville,Torres
1326554,Harsaw,Vestal
1041804,Matterdawn,Vestal
1064898,Harsaw,Vestal
1513232,Harsaw,Vestal
1757604,Harsaw,Vestal
1208866,Porpus,Torres
1330646,Mershville,Vestal
1918513,Arrent,Torres
1672208,Harsaw,Vestal
1089415,Matterdawn,Torres
1159075,Porpus,Torres
1091681,Matterdawn,Torres
1250801,Matterdawn,Torres
1970598,Harsaw,Vestal
1050041,Harsaw,Torres
1306756,Porpus,Torres
1461728,Harsaw,Seth
1583956,Mershville,Torres
1848354,Matterdawn,Torres
1234046,Harsaw,Vestal
1273518,Harsaw,Torres
1893653,Porpus,Vestal
1694573,Harsaw,Vestal
1237888,Matterdawn,Vestal
1761866,Matterdawn,Torres
1154369,Harsaw,Vestal
1750536,Matterdawn,Vestal
1581259,Matterdawn,Vestal
1545609,Mershville,Torres
1351748,Arrent,Vestal
1695755,Mershville,Vestal
1365514,Harsaw,Torres
1088249,Porpus,Torres
1009857,Mershville,Torres
1789239,Porpus,Vestal
1430653,Harsaw,Vestal
1638337,Harsaw,Torres
1596903,Harsaw,Vestal
1326002,Porpus,Vestal
1065247,Matterdawn,Vestal
1326579,Harsaw,Vestal
1077589,Mershville,Vestal
1316111,Harsaw,Torres
1760126,Matterdawn,Vestal
1158681,Porpus,Torres
1416927,Harsaw,Torres
1695657,Harsaw,Vestal
1305270,Porpus,Vestal
1025507,Matterdawn,Torres
1064121,Harsaw,Torres
1472487,Harsaw,Torres
1612242,Matterdawn,Vestal
1704352,Matterdawn,Torres
1434312,Matterdawn,Vestal
1172520,Matterdawn,Torres
1501659,Porpus,Torres
1269842,Mershville,Torres
1472463,Porpus,Torres
1378104,Harsaw,Torres
1949082,Harsaw,Cordin
1524267,Matterdawn,Vestal
1243721,Harsaw,Torres
1994074,Porpus,Vestal
1409005,Harsaw,Vestal
1812031,Matterdawn,Torres
1529274,Arrent,Vestal
1443224,Harsaw,Cordin
1370785,Harsaw,Torres
1555948,Harsaw,Vestal
1914064,Harsaw,Torres
1237762,Harsaw,Vestal
1286841,Matterdawn,Torres
1390446,Harsaw,Vestal
1199520,Harsaw,Torres
1447488,Mershville,Torres
1194507,Porpus,Vestal
1436741,Matterdawn,Vestal
1343999,Arrent,Torres
1780823,Harsaw,Torres
1341979,Mershville,Torres
1064771,Matterdawn,Vestal
1915161,Arrent,Torres
1973832,Harsaw,Vestal
1024801,Harsaw,Torres
1680901,Mershville,Vestal
1755527,Mershville,Vestal
1654674,Porpus,Torres
1404939,Porpus,Vestal
1462518,Matterdawn,Torres
1863136,Matterdawn,Vestal
1310010,Harsaw,Torres
1576484,Harsaw,Vestal
1782633,Matterdawn,Vestal
1814845,Harsaw,Vestal
1877717,Harsaw,Vestal
1895528,Matterdawn,Torres
1783389,Harsaw,Vestal
1297558,Harsaw,Torres
1752667,Mershville,Vestal
1029024,Harsaw,Vestal
1836902,Matterdawn,Vestal
1995871,Matterdawn,Torres
1967692,Harsaw,Vestal
1537664,Harsaw,Vestal
1777119,Matterdawn,Torres
1324075,Matterdawn,Seth
1604912,Harsaw,Torres
1906739,Porpus,Vestal
1157247,Porpus,Vestal
1262101,Mershville,Vestal
1022348,Harsaw,Vestal
1132964,Matterdawn,Vestal
1923927,Harsaw,Torres
1514393,Matterdawn,Torres
1892832,Harsaw,Torres
1947236,Harsaw,Vestal
1241007,Porpus,Vestal
1348454,Matterdawn,Seth
1070371,Harsaw,Vestal
1994513,Harsaw,Torres
1720537,Harsaw,Vestal
1790661,Harsaw,Vestal
1332486,Mershville,Torres
1253457,Harsaw,Vestal
1185228,Harsaw,Vestal
1639376,Harsaw,Vestal
1904549,Mershville,Vestal
1416182,Harsaw,Vestal
1621513,Mershville,Seth
1319139,Harsaw,Vestal
1726573,Matterdawn,Vestal
1518188,Mershville,Torres
1542269,Matterdawn,Vestal
1493770,Mershville,Torres
1455522,Harsaw,Torres
1128096,Harsaw,Vestal
1822749,Matterdawn,Vestal
1994730,Porpus,Cordin
1464613,Porpus,Vestal
1769606,Harsaw,Torres
1254136,Harsaw,Vestal
1900241,Harsaw,Vestal
1059659,Harsaw,Vestal
1022311,Harsaw,Vestal
1253917,Harsaw,Vestal
1654973,Matterdawn,Torres
1695070,Harsaw,Torres
1517449,Harsaw,Vestal
1456966,Matterdawn,Torres
1341851,Mershville,Torres
1779886,Mershville,Vestal
1717734,Harsaw,Torres
1233964,Mershville,Torres
1085709,Harsaw,Vestal
1493605,Matterdawn,Vestal
1071834,Mershville,Torres
1540791,Harsaw,Torres
1318568,Harsaw,Vestal
1802623,Arrent,Vestal
1485822,Matterdawn,Vestal
1064007,Mershville,Torres
1318106,Matterdawn,Vestal
1906967,Mershville,Vestal
1556340,Harsaw,Torres
1695532,Harsaw,Torres
1461070,Harsaw,Torres
1558533,Mershville,Torres
1811994,Harsaw,Torres
1902666,Porpus,Vestal
1944304,Mershville,Torres
1345770,Matterdawn,Vestal
1801368,Harsaw,Vestal
1635627,Matterdawn,Torres
1968223,Porpus,Vestal
1305257,Harsaw,Vestal
1838204,Harsaw,Torres
1894406,Matterdawn,Torres
1322030,Mershville,Torres
1495798,Matterdawn,Torres
1253155,Harsaw,Vestal
1033593,Matterdawn,Torres
1749324,Harsaw,Vestal
1947982,Arrent,Torres
1660656,Matterdawn,Vestal
1265171,Arrent,Seth
1590514,Matterdawn,Vestal
1485208,Harsaw,Vestal
1455056,Matterdawn,Torres
1988221,Porpus,Seth
1519281,Matterdawn,Vestal
1712848,Matterdawn,Torres
1825357,Harsaw,Torres
1990183,Harsaw,Seth
1369012,Porpus,Torres
1863643,Harsaw,Vestal
1699973,Mershville,Vestal
1998746,Mershville,Vestal
1565338,Porpus,Vestal
1668717,Mershville,Vestal
1034704,Porpus,Torres
1263364,Porpus,Torres
1067317,Matterdawn,Vestal
1558409,Porpus,Vestal
1338808,Matterdawn,Vestal
1189334,Harsaw,Vestal
1061237,Porpus,Vestal
1393581,Porpus,Torres
1121235,Mershville,Vestal
1107496,Mershville,Vestal
1292261,Matterdawn,Vestal
1918601,Harsaw,Vestal
1150709,Harsaw,Torres
1774659,Mershville,Cordin
1874952,Harsaw,Torres
1553091,Arrent,Vestal
1887615,Harsaw,Torres
1155137,Porpus,Vestal
1870205,Harsaw,Torres
1270291,Harsaw,Torres
1727495,Matterdawn,Torres
1169448,Matterdawn,Cordin
1806222,Harsaw,Vestal
1748485,Harsaw,Vestal
1285543,Matterdawn,Vestal
1817746,Porpus,Vestal
1723601,Harsaw,Vestal
1249962,Porpus,Vestal
1578493,Matterdawn,Torres
1717278,Arrent,Vestal
1792533,Arrent,Vestal
1343494,Harsaw,Vestal
1710582,Arrent,Vestal
1328407,Harsaw,Vestal
1189276,Harsaw,Vestal
1699681,Matterdawn,Cordin
1335343,Harsaw,Vestal
1553880,Matterdawn,Seth
1701437,Harsaw,Cordin
1231453,Harsaw,Vestal
1235046,Mershville,Vestal
1094591,Harsaw,Torres
1349452,Harsaw,Torres
1745768,Matterdawn,Vestal
1490418,Harsaw,Torres
1825016,Harsaw,Vestal
1909719,Mershville,Torres
1754844,Arrent,Vestal
1805461,Matterdawn,Torres
1757246,Harsaw,Vestal
1749488,Matterdawn,Torres
1966317,Matterdawn,Vestal
1035487,Harsaw,Vestal
1676147,Harsaw,Torres
1537576,Harsaw,Vestal
1684363,Mershville,Torres
1146658,Matterdawn,Torres
1217280,Mershville,Torres
1954411,Matterdawn,Vestal
1425789,Arrent,Vestal
1896353,Porpus,Torres
1780271,Mershville,Vestal
1001277,Matterdawn,Torres
1780745,Porpus,Vestal
1437114,Harsaw,Torres
1197743,Matterdawn,Torres
1168097,Arrent,Vestal
1764376,Harsaw,Seth
1420324,Matterdawn,Vestal
1716378,Harsaw,Torres
1650527,Matterdawn,Torres
1257606,Arrent,Torres
1677748,Matterdawn,Vestal
1694141,Harsaw,Vestal
1847240,Porpus,Torres
1338217,Harsaw,Torres
1875415,Harsaw,Torres
1281424,Matterdawn,Seth
1239861,Harsaw,Vestal
1408902,Harsaw,Torres
1621089,Matterdawn,Torres
1788196,Porpus,Vestal
1778844,Matterdawn,Vestal
1747077,Porpus,Vestal
1855523,Porpus,Cordin
1696116,Matterdawn,Vestal
1898366,Harsaw,Seth
1160464,Matterdawn,Vestal
1802751,Arrent,Vestal
1219620,Mershville,Torres
1329842,Harsaw,Torres
1618955,Porpus,Torres
1878284,Matterdawn,Vestal
1605125,Harsaw,Torres
1087497,Mershville,Torres
1646782,Matterdawn,Vestal
1739960,Porpus,Vestal
1173087,Harsaw,Torres
1788184,Harsaw,Vestal
1476152,Harsaw,Vestal
1659061,Harsaw,Torres
1663599,Matterdawn,Torres
1639042,Porpus,Vestal
1547046,Mershville,Torres
1865891,Harsaw,Vestal
1937489,Mershville,Vestal
1347487,Harsaw,Vestal
1443695,Harsaw,Vestal
1691850,Harsaw,Torres
1372513,Matterdawn,Torres
1700717,Harsaw,Vestal
1812610,Mershville,Torres
1953976,Harsaw,Vestal
1463092,Porpus,Torres
1936926,Harsaw,Torres
1178126,Mershville,Vestal
1224536,Harsaw,Torres
1852815,Mershville,Vestal
1078932,Harsaw,Torres
1188180,Arrent,Torres
1904246,Harsaw,Cordin
1139472,Arrent,Torres
1508757,Matterdawn,Torres
1143738,Matterdawn,Torres
1563840,Matterdawn,Cordin
1265993,Mershville,Torres
1117535,Harsaw,Vestal
1914372,Matterdawn,Torres
1019460,Harsaw,Torres
1075586,Matterdawn,Vestal
1668874,Harsaw,Vestal
1471429,Matterdawn,Torres
1364375,Matterdawn,Vestal
1101754,Harsaw,Vestal
1816112,Mershville,Torres
1737535,Porpus,Torres
1401732,Mershville,Torres
1291627,Harsaw,Torres
1816464,Matterdawn,Torres
1899666,Matterdawn,Torres
1718647,Matterdawn,Torres
1856544,Matterdawn,Torres
1424717,Mershville,Torres
1282733,Harsaw,Torres
1766060,Harsaw,Seth
1935139,Mershville,Vestal
1127963,Matterdawn,Torres
1509725,Harsaw,Vestal
1716260,Mershville,Torres
1188439,Matterdawn,Vestal
1148800,Arrent,Vestal
1014033,Matterdawn,Vestal
1519263,Mershville,Torres
1479982,Mershville,Torres
1532166,Harsaw,Torres
1857924,Arrent,Torres
1677956,Mershville,Vestal
1950258,Matterdawn,Torres
1848849,Matterdawn,Vestal
1010098,Mershville,Vestal
1638683,Arrent,Torres
1816335,Arrent,Torres
1490801,Matterdawn,Vestal
1511515,Harsaw,Vestal
1141940,Harsaw,Vestal
1244666,Harsaw,Vestal
1919716,Harsaw,Torres
1816438,Mershville,Cordin
1775179,Matterdawn,Torres
1634369,Harsaw,Vestal
1789983,Mershville,Torres
1698795,Harsaw,Vestal
1847823,Harsaw,Vestal
1727170,Harsaw,Torres
1674173,Harsaw,Vestal
1779334,Harsaw,Vestal
1066127,Matterdawn,Vestal
1640467,Harsaw,Torres
1871913,Matterdawn,Vestal
1002528,Harsaw,Torres
1065732,Mershville,Vestal
1139263,Mershville,Cordin
1346049,Matterdawn,Vestal
1267107,Matterdawn,Torres
1590774,Porpus,Vestal
1227242,Mershville,Vestal
1164546,Harsaw,Torres
1461400,Harsaw,Vestal
1024186,Matterdawn,Vestal
1989876,Mershville,Torres
1473747,Harsaw,Torres
1290721,Harsaw,Vestal
1289295,Harsaw,Vestal
1071353,Harsaw,Torres
1499767,Harsaw,Vestal
1534939,Mershville,Vestal
1556111,Matterdawn,Vestal
1098046,Harsaw,Vestal
1910766,Harsaw,Vestal
1980083,Matterdawn,Vestal
1658319,Harsaw,Torres
1630618,Harsaw,Torres
1264781,Matterdawn,Seth
1494581,Porpus,Vestal
1223814,Matterdawn,Vestal
1247860,Harsaw,Vestal
1414451,Matterdawn,Vestal
1133016,Mershville,Torres
1072216,Harsaw,Vestal
1966190,Porpus,Torres
1277053,Porpus,Vestal
1815120,Harsaw,Cordin
1737848,Matterdawn,Torres
1867278,Harsaw,Torres
1622441,Mershville,Torres
1049349,Harsaw,Vestal
1297148,Harsaw,Vestal
1976548,Porpus,Torres
1529239,Harsaw,Torres
1276228,Harsaw,Torres
1754167,Harsaw,Torres
1990388,Mershville,Seth
1680531,Harsaw,Torres
1583573,Mershville,Torres
1287519,Matterdawn,Vestal
1012441,Harsaw,Torres
1837650,Mershville,Vestal
1455223,Matterdawn,Vestal
1208954,Mershville,Torres
1181254,Harsaw,Vestal
1598705,Matterdawn,Vestal
1332481,Harsaw,Torres
1434669,Matterdawn,Vestal
1313696,Harsaw,Vestal
1844158,Harsaw,Torres
1012732,Harsaw,Torres
1607203,Matterdawn,Vestal
1315192,Harsaw,Torres
1427577,Matterdawn,Torres
1507874,Harsaw,Vestal
1953265,Mershville,Vestal
1445038,Porpus,Torres
1882256,Mershville,Vestal
1323569,Matterdawn,Vestal
1903996,Mershville,Vestal
1124915,Matterdawn,Vestal
1525553,Harsaw,Torres
1347788,Harsaw,Vestal
1100656,Harsaw,Vestal
1894325,Porpus,Torres
1592874,Mershville,Torres
1492932,Harsaw,Torres
1766264,Harsaw,Vestal
1208477,Matterdawn,Torres
1775257,Matterdawn,Seth
1684085,Harsaw,Torres
1887052,Mershville,Torres
1432189,Matterdawn,Torres
1387898,Matterdawn,Torres
1673782,Harsaw,Torres
1482565,Matterdawn,Torres
1272762,Matterdawn,Vestal
1549536,Porpus,Torres
1857066,Matterdawn,Vestal
1253300,Arrent,Vestal
1880785,Mershville,Vestal
1368518,Harsaw,Vestal
1558718,Harsaw,Vestal
1834184,Harsaw,Vestal
1794017,Matterdawn,Torres
1399596,Matterdawn,Cordin
1924229,Mershville,Torres
1457596,Harsaw,Torres
1466863,Harsaw,Vestal
1632285,Arrent,Torres
1982120,Harsaw,Torres
1540492,Mershville,Seth
1320022,Harsaw,Torres
1878657,Porpus,Torres
1642654,Harsaw,Torres
1354343,Matterdawn,Vestal
1122766,Porpus,Cordin
1059381,Mershville,Vestal
1114347,Porpus,Torres
1639400,Harsaw,Vestal
1888000,Harsaw,Vestal
1227710,Matterdawn,Torres
1603680,Mershville,Torres
1577641,Mershville,Vestal
1361664,Matterdawn,Vestal
1415528,Porpus,Torres
1286735,Mershville,Torres
1547933,Harsaw,Vestal
1737317,Harsaw,Torres
1461540,Harsaw,Torres
1787211,Porpus,Torres
1978926,Porpus,Torres
1523858,Harsaw,Vestal
1888720,Matterdawn,Vestal
1141413,Mershville,Seth
1607144,Mershville,Vestal
1509188,Mershville,Vestal
1884400,Harsaw,Torres
1887974,Mershville,Torres
1128325,Matterdawn,Seth
1027584,Porpus,Vestal
1782913,Harsaw,Vestal
1605944,Mershville,Vestal
1107800,Matterdawn,Torres
1816027,Harsaw,Vestal
1733475,Porpus,Torres
1194403,Matterdawn,Vestal
1444822,Harsaw,Vestal
1898206,Matterdawn,Torres
1270034,Mershville,Vestal
1440190,Harsaw,Torres
1133688,Harsaw,Torres
1381928,Harsaw,Vestal
1361676,Harsaw,Vestal
1244440,Arrent,Torres
1296067,Harsaw,Seth
1018274,Harsaw,Vestal
1544412,Mershville,Torres
1227725,Mershville,Vestal
1239462,Harsaw,Torres
1593702,Harsaw,Vestal
1320330,Arrent,Torres
1130529,Harsaw,Torres
1391795,Harsaw,Torres
1478441,Matterdawn,Torres
1582720,Harsaw,Vestal
1148791,Harsaw,Vestal
1718873,Matterdawn,Vestal
1360049,Harsaw,Cordin
1177948,Matterdawn,Vestal
1354806,Harsaw,Torres
1803433,Mershville,Torres
1984562,Mershville,Vestal
1834603,Porpus,Torres
1956669,Harsaw,Torres
1610679,Mershville,Torres
1277074,Matterdawn,Vestal
1188666,Harsaw,Torres
1610876,Harsaw,Torres
1458275,Harsaw,Vestal
1861852,Harsaw,Vestal
1540090,Mershville,Seth
1897969,Porpus,Torres
1020766,Mershville,Torres
1327616,Porpus,Torres
1617387,Porpus,Vestal
1173423,Harsaw,Vestal
1515300,Harsaw,Vestal
1580127,Harsaw,Vestal
1660534,Porpus,Torres
1252268,Matterdawn,Vestal
1124807,Porpus,Vestal
1774923,Harsaw,Seth
1458807,Mershville,Vestal
1693212,Harsaw,Vestal
1959060,Mershville,Vestal
1571170,Mershville,Torres
1248446,Matterdawn,Torres
1564698,Matterdawn,Torres
1826219,Mershville,Torres
1851770,Porpus,Seth
1608979,Harsaw,Vestal
1353861,Harsaw,Vestal
1911703,Matterdawn,Vestal
1867355,Harsaw,Torres
1299877,Harsaw,Torres
1505986,Matterdawn,Vestal
1490199,Porpus,Vestal
1075714,Porpus,Vestal
1383527,Harsaw,Vestal
1391486,Harsaw,Torres
1012052,Harsaw,Torres
1406736,Harsaw,Vestal
1279632,Mershville,Vestal
1610629,Harsaw,Vestal
1594202,Harsaw,Seth
1285596,Harsaw,Vestal
1716109,Harsaw,Torres
1927745,Harsaw,Torres
1515543,Matterdawn,Vestal
1293492,Matterdawn,Seth
1655175,Harsaw,Torres
1332338,Porpus,Torres
1468077,Porpus,Vestal
1558213,Arrent,Vestal
1202378,Matterdawn,Torres
1782274,Mershville,Torres
1506609,Mershville,Vestal
1878989,Matterdawn,Torres
1445946,Harsaw,Vestal
1789948,Harsaw,Torres
1851281,Harsaw,Vestal
1056274,Porpus,Torres
1441430,Porpus,Vestal
1832370,Matterdawn,Vestal
1706134,Harsaw,Torres
1401387,Harsaw,Torres
1685803,Porpus,Torres
1713480,Matterdawn,Vestal
1764240,Harsaw,Vestal
1925936,Arrent,Vestal
1506035,Harsaw,Torres
1415765,Harsaw,Torres
1535323,Porpus,Vestal
1025519,Harsaw,Torres
1433067,Matterdawn,Torres
1926571,Harsaw,Vestal
1354219,Harsaw,Vestal
1805581,Harsaw,Torres
1968021,Mershville,Torres
1042311,Harsaw,Torres
1136803,Harsaw,Torres
1013061,Harsaw,Torres
1356940,Arrent,Vestal
1456998,Porpus,Vestal
1636873,Harsaw,Torres
1077219,Mershville,Torres
1535983,Matterdawn,Vestal
1528168,Mershville,Torres
1715421,Harsaw,Vestal
1706428,Matterdawn,Torres
1880253,Mershville,Torres
1070103,Matterdawn,Vestal
1097699,Matterdawn,Vestal
1642242,Harsaw,Seth
1517314,Matterdawn,Vestal
1817591,Harsaw,Torres
