id,date
5TzzGACjrXwBxZ6Hs0eb8p,03/21/18
7mQSdLbzRsweeY00NCq2rX,03/21/18
67wYewtI4v0NvzzmvWoZK2,03/21/18
5KqS4gQCHSGZ3glW6xTwoT,03/21/18
3znURUQdOf9B7sI59LPL8F,05/03/18
2H9k6Bft62R5h6orHW5Wh0,05/03/18
0UQqmzmMMQZvCL5l2KGTDG,05/03/18
2g9LXMNIBCqmngHpH9nXv0,05/03/18
3MDQJqyb4atAUbbRgsrwfh,05/03/18
0CU2jC3IcKf4Gqju8a9KAy,05/03/18
5Y8D3YCrvubiyeMVTFqQN3,05/03/18
5PppAcoVopH1cxX1ynyA27,05/03/18
051RAjAkUPqKePF7x7uJKR,05/03/18
3s2D3I9fEhM4LwAmvpv8J2,05/03/18
12CyFLr9VQA25a5PvKp3bX,05/03/18
7tggbwAN1S9kjxyxpbo0rO,05/03/18
5XvRIsGyQLvy6tPF6O6SxE,05/03/18
112nYSRSK3kZjtJrzWRbdj,05/03/18
44Q7JAsb1I6sMdxoO0ehHE,05/03/18
5ArtaQ740g1HgDugVOyzf7,05/03/18
2tClfB6to94C1PpVpNi659,05/03/18
6JLDtbLnwXylINj16yAtPp,05/03/18
7tEckyzAqQc1DkFQKjG1M0,05/03/18
4jETGDXtyIe7QEPTQ4IZfw,05/03/18
1URVYYlNZwAQrjfdWP8i31,05/03/18
1Njct4RUwqGeKz4qQvOzPo,05/03/18
6ET9kf9riLETWs9lePUEAI,05/03/18
2hSd5IqIBoR5Ck5EDVL4kZ,05/03/18
2X5zzRzbgb3VzMo4cWFYG3,05/03/18
0L7GuTpOF26dWVwRBLEdCk,05/03/18
0A4yKvRLnSxGcEFhAHjdwW,05/03/18
1bJRGgkcyQHXrnBRFCpaDb,05/03/18
3vHZogGuw36HLk1BeGLhZq,05/03/18
01p0lvcsH28Rmeu5uvSOU2,05/03/18
6ZIoArTzQrFUpSR1k9GyUq,06/06/18
2344mSPPaLbvT8FLjlu1Za,06/06/18
7trLIalKnHgBfP28eTmYzY,06/06/18
27LUNptBKpPi4Tn7RpTWtF,06/06/18
3PPVNHiLxHR1M5iXx78E3c,06/06/18
4uzprGZZf8OprJqZRPSuGP,06/06/18
7EnzJR5AF8eCbDP9YAb5sq,06/06/18
4p5PBVLThqS1U2s3aBBg1x,06/06/18
29y7Pj8dCyFq1grydLdHJH,06/06/18
2KjmDITPvrfrRXds8YCFWT,06/06/18
2UduNMj9tpsEcBTur8VwH2,06/06/18
4EVN0yz8ntBpfQtMPr3h1W,06/06/18
6WjXvwO1f95TgBwx3hHX5g,06/06/18
6xrnIqLTIt91TfdWi4PIC0,06/06/18
0LS4M8osuBDyL5IKIqtFaQ,06/06/18
6ysK6T8Gvtx1f7VBzaTSxA,06/06/18
3B22ijLEaqWLcuFFIBuYe0,06/06/18
19OQocztE243f4vzmP0uP7,06/06/18
5H5j2m8Zhp42K4k8IjJN6Z,06/06/18
3OcL6xLD3U8i9vuOICvyQn,06/06/18
14ReCrlYMlzHxKNOF9UwNX,06/06/18
6ZNz2aaMwy8yaQzlnT9507,06/06/18
2dUm9Jlof0jllOjHgZbMl5,06/06/18
6TtbJdj9K79QiswGBH6tBp,06/06/18
0j1bpDEg44YsqDtvqBBJul,06/06/18
3hSMzWNcrOZjjF0UPiFNhI,06/06/18
2cClBLOabt0BG7VqmIBFQ2,06/06/18
1TT3ZkAdLcPpbYpD271y4z,06/06/18
02YXI5rZ0sxJAWaMvGf1YO,06/06/18
46L7Pj9moQ6PNvcMZzchUh,06/06/18
2We0UNxKWgx4by5BVxy6P5,06/18/18
1tbQJsvQzT5KBx3sqgz51u,06/18/18
2QqDNk4meN58jBmUn0EBUi,06/18/18
52L8efm6brGpvjqCfLhogj,06/18/18
4X0tKUtMrQSxUL907a3yKW,06/18/18
72zJ8ZdOF4kn3AW4nzJjsT,06/18/18
6PxLjmt9UoUxlMUkkK8mTE,06/18/18
53q8Ha1ugRIQboINEFu5jI,06/18/18
3cPtZw0oqMEkKlGSF0SLkc,06/18/18
4dAE4qPK1fVlemyCc1piKa,06/18/18
704nmjOWQwwa8jrb7fo8o2,06/18/18
5nyHSoBpKr7X5hS6tiK6zg,06/18/18
5aLzttbVXvaEyQ3WZxspcA,06/18/18
5EezQaK91tXuRCZSW1N5on,06/18/18
24NbwTMfsr94HSKyMMd8LB,06/18/18
107TMcWXS45nfVAab6yc3S,06/18/18
3sYrGGUnPt5G2cwyutSmw6,06/18/18
3napxkfjwqP6WLI6ujwdQ2,06/18/18
5smqbnf5JHgTgxs8KdLu18,06/18/18
48MVFe02N2WaYb0zvOfqkb,06/18/18
0rNJyj3nBfgUfsSiE96BO4,06/18/18
3qyfhmP38iAV5L4HOFNz04,06/18/18
1Gzd6MTqM4MsMdILohWu3N,06/18/18
2n8mitIIdOgd77g6wSSqIR,06/18/18
3Rc94e3TOA1K4vHnWeFVrn,06/18/18
2gPFK3pmM7zzws174NrjkG,06/18/18
5Dti5jZ2L1QQb98sJVtsTc,06/18/18
39lRgtgsJWe9AdJNEuwTij,06/18/18
1RAvTmB0V7Et2fhYZTYr4B,06/18/18
6gKwdkRPjNmku0IXfbxCU1,06/18/18
7i8TJKAWkA1JQ3orHSA9Gb,07/05/18
3GVKq25i4iqaA57k4Z5SK2,07/05/18
0fH7ywdwW5EouYa53i97FH,07/05/18
3ZreIAMdZdZTAy460FG72v,07/05/18
6Of1wVBB3u1NT26G6Mmrmn,07/05/18
7KjGBrZxramgcQfTgl63j9,07/05/18
30lXd6GBXld0XQyOKE1Ku9,07/05/18
2JsVNmmJ7DyrUIgvSWmJPX,07/05/18
4BWeX6m6BjM57282BSUMqy,07/05/18
5FhhieepUYtIN3HeYT2abe,07/05/18
4iEj3gYqRBz4mSpVGEj0fY,07/05/18
3bZ8mH2sryeMlITQQ2M4LM,07/05/18
0rou7gAqutElM64WxIro5L,07/05/18
4vpJm0O1WzYDNMOPjYU2t5,07/05/18
6V8cSaxODBOAVx98FeJuWO,07/05/18
0SdeVdIRshBF3c3RaXENJH,07/05/18
62x3LXgPj4ZmxKH4qHiUFF,07/05/18
1NsIGVGUlLQoVzPPy9M7e1,07/05/18
5Kpj6VCY7ZuUIYhdNJwKOC,07/05/18
4MrwM9vGNeVKjIEtyZ2sQT,07/05/18
5rYVHYS6ufg2pryT8lZqeK,07/05/18
0IOgAzSsufSjxVCGt9cZrv,07/05/18
6lAZ7xfP9su2ZvGk1rRc3R,07/05/18
7nrGPwcnDFzC8vadHo27IT,07/05/18
1tCi8DrzY1aOXRDK7efIjJ,07/05/18
3MPFzBWdqwaAeCSQpA7Ift,07/05/18
7raRro9ERMseG8o7TyfSgc,07/05/18
7ntiEHBrEMRHzGRBMiP0Hh,07/05/18
5YnIlLNACAWMpf2130p9d6,07/05/18
351q3KYVyCwBbHfmjvdd1t,07/05/18
0ahlKSyUanJxT5o7Au3PMT,07/17/18
3o2xPJT4POYzDxQ5tlZARb,07/17/18
7C2I4FsE2s5Yzabm6qtoVA,07/17/18
6m0P9GQ2XapM6U8BDfGDaj,07/17/18
5UX9m7QIEvLyJr4SXZYk48,07/17/18
33lLJQh2wJWpc9ReKaK96f,07/17/18
4qtddMVzDlq9dXIx6axFWj,07/17/18
61rCRrOiAyiUQnToa75Yww,07/17/18
28lt4sItmXiXvSEAqKKju5,07/17/18
7gK0FZZEYBFnqRviMB4SnJ,07/17/18
3xsjSpZnd6KHkFvV0DtieG,07/17/18
5qFqAiqbGg0u16LSaQVzML,07/17/18
3NIyYYuBGDNhPDMRSvGjeY,07/17/18
1bvL2SmIBJNs35uoBxWFGs,07/17/18
6AUhloujELYriwIreKv2MU,07/17/18
6jTQ5lrGoDAAW2tYrtznEJ,07/17/18
7paGXx3iWrnnpe56pIGHyQ,07/17/18
1QrjlH35b9FrdxGxCaaWBx,07/17/18
24UyPbHqzrmetIyrcXKCOG,07/17/18
56OhItQ6ACZrsi8FhR7nHd,07/17/18
0QYBSRi2hKfkNFVwRJX3iz,07/17/18
13AbPBJkIgSlvwZoW7z8GF,07/17/18
6LlOMeesxjTECCdaBiEz2i,07/17/18
34qkMPN6ljAlAuryRtUM4d,07/17/18
1PoaSCeoBUCPg25k7XTvNN,07/17/18
419cNVI2TzuYFlXmp4BNDU,07/17/18
7yC0FUyXiYtPTN1XsjkMyF,07/17/18
0nYXekZPvmrPiMnin7SEcx,07/17/18
5JuHPpohOvyx08D9MAfkIe,07/17/18
7FDAR8YdrxiC1W8mhsLUKi,07/17/18
0EjtZmOLT6WLShJRHCFWVU,08/08/18
22LImJMfhUcPWS4gAAEOzi,08/08/18
3naMieRVMmNg3sCRDLbtlZ,08/08/18
2OCStyAcmUsjAy3M5krREU,08/08/18
0xMPBvQjobG6060SEuEF4M,08/08/18
2rdjsDioAbhEqwzyKfRwDc,08/08/18
4NccdZoomgg7YaZkretJ8J,08/08/18
4afqmP42kfzhjsVX1J6LRB,08/08/18
2vrUEPFeTnkeLqmG1JXiaZ,08/08/18
52wE002pRWiZihE4ZBGAuT,08/08/18
26tMEe6PsXD1DiDDuNAxWs,08/08/18
4huhB9g7pqBFB6qL1Jf7MJ,08/08/18
6yS9uvIAlavZM1zADSWfzh,08/08/18
5n9kW3wZJYxgfx3TGY8k6m,08/08/18
0Ph8i6RtJmZwvKZPvY6Q8t,08/08/18
5A1UpB8rIje48q3AZem0cY,08/08/18
167USRtGXTBWIUX48Bho1p,08/08/18
7JkXHDAOyMZt2Y12nZwmGC,08/08/18
4qDkvJ0S5jdeecvwPvKIpF,08/08/18
1pqkc4wKFsBM8c8a3vYSAY,08/08/18
5T34bUAPvwC40os3uV4aja,08/08/18
7bP6wGFP4z1Fdgt3d02Bbz,08/08/18
0tobtKHlHrnyjyzyMmJjxd,08/08/18
5mQ1l8rmzCC1f6zzJfTkP3,08/08/18
4LPuB6avoWYmKFjTDYj1kB,08/08/18
1WyjSjo0nEZkzkWgJWRcEE,08/08/18
14NGuML3Jq0k7djuHkx2qE,08/08/18
3NUfLzcIDStHYxdoBJfoN1,08/08/18
3ZR0fICkSb1K6TYeLSRaxo,08/08/18
3YMWDzk3Ar3uyznxwd6656,08/08/18
6Sj5tEDLFBgbpZxwGJHl1x,8/13/2018
5NlQ8We8fhLVGDjO2LfB5i,8/13/2018
1t25wqzuSRb31ySvLbaTZC,8/13/2018
5Ob2Wt2IifgoFrSFrBnRZJ,8/13/2018
4hYYfbcGv2qOduYUxAbg06,8/13/2018
1mEHrDLB6329MdiKuFqkUT,8/13/2018
55IeAZ4r3BFmg67gZXQDaI,8/13/2018
4hwAWs6fFskRSN0jNbP9wR,8/13/2018
2rneJaaVTvpEnq22TiCzE9,8/13/2018
3HNKZy1An5Jlnb02lcV2yd,8/13/2018
7hnoEZohPYJtuoKfp4pHSw,8/13/2018
26nFqF61dU9jr6hJsh46n4,8/13/2018
682Gsqk6oTCm6W2qAg1iFR,8/13/2018
0ll9N65h5uyzAJV6GFAfAV,8/13/2018
7kLg5Lqoz0rueYMD3SXFJx,8/13/2018
6LtQHVhoeY6nop5tyVTMj5,8/13/2018
3280xJeQE1fuZIpOHOdA48,8/13/2018
6uNO3rZQYAY3zFlrEcBW8Y,8/13/2018
3636egwUYpcxSQqe3HSU0Q,8/13/2018
53PkA8aXiwH4ppa0V0iO7o,8/13/2018
1sSXvmDY7zOkpYGbaTDjBx,8/13/2018
7pVUsDYxVQ9I8zpK0kzbvO,8/13/2018
2Gmv2xYgio9E1RFogBzBoe,8/13/2018
4yfxYfewh1Zy0gH8XbggjC,8/13/2018
0IDeN9cMDDFOgvG8DKSnoP,8/13/2018
5OUC8XJrtE5U23c4n1Bmgz,8/13/2018
4kt8Z0jxgclmzE1QJvzQqr,8/13/2018
2OZp6G6MwHoSt3a3qzEsqc,8/13/2018
3zY9V0dYqTe1VhwB6NifR0,8/13/2018
6tcx0Yf7NuS4IV643S2XCc,8/13/2018
